Url,NameOfPainting,ArtistName,Size,Price,Views,Favorites,Medium,PaintingSurface,ArtistCountry,ShipmentMode,ArtistRecognition,Keywords,Date,Subject
"https://www.saatchiart.com/art/Painting-Camellia/716816/2168107/view","Camellia","Maria Iciak","1087.44","1190","1432","58","Acrylic","Canvas","Poland","Artist featured in a collection","Ships in a cardboard box","spot, subtle, body, watercolor, woman, lines, ochre","2014.01.01","Nude"
"https://www.saatchiart.com/art/Painting-Cappuccino-Eve/762980/2450198/view","Cappuccino Eve","Clint Andre Samuel","576","1065","1469","23","Acrylic","Other","United States","Artist featured in a collection","Ships in a cardboard box","painting, texture, yellow, Mixed Media, abstract expressionism, brown, fine art, abstract, green, haze","2013.04.24","Landscape"
"https://www.saatchiart.com/art/Painting-A-bit-of-blue/681531/2889103/view","A bit of blue","Isabel Ferreira","464.92","740","458","27","Acrylic","Canvas","United Kingdom","Artist featured in a collection","Ships in a cardboard box","river, water, landscae, abstract landscape, expressive","2016.03.19","Landscape"
"https://www.saatchiart.com/art/Painting-Global-Hawk/789226/3161688/view","Global Hawk","Taylor White","1988.1","1250","1696","28","Acrylic, Charcoal, colored pencil","Cardboard","United States","Featured in Invest in Art","Ships in a crate","pink, red, black, texture, Mixed Media, street art, gestural, expressionism, abstract, geometric, mark","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Aurora-borealis-I-Abstract-N-1582/91068/3074321/view","Aurora borealis I [Abstract N° 1582]","Koen Lybaert","1241.1","2430","1250","27","Oil","Canvas","Belgium","Featured in Inside The Studio","Ships in a crate","blue, aurora borealis, abstract, green, layered","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Raguenez-Homage-to-Valloton/716572/2809156/view","Raguenez (Homage to Valloton)","Herbert Ruf","543.72","880","817","13","Acrylic","Canvas","Germany","","Ships in a cardboard box","beach, sand, sea, seascape, sky, stone, water, coast, Atlantic, horizon, landscape, ocean","2015.12.16","Beach"
"https://www.saatchiart.com/art/Painting-Untitled2015/392526/2288575/view","Untitled2015","Jim Abuan","2349","1900","794","24","Household, Acrylic","Canvas, Paper","United States","","Ships in a crate","triptych, Food Items, blending of colors, women lips, small faces, small nude female figures, dream-like shapes, surrealistic tendency, abstracted landscape","2015.01.01","Abstract"
"https://www.saatchiart.com/art/Painting-Sea-star/946786/3370880/view","Sea star","Vlada Kadymova","1241.1","1040","174","13","Acrylic","Canvas","Germany","Artist featured in a collection","Ships in a cardboard box","sea, blue, sun, sunset, sea star","2014.12.31","Seascape"
"https://www.saatchiart.com/art/Painting-Water-lilies-Whispers-of-love/720593/3458015/view","Water lilies "Whispers of love"","Henrieta Angel","864","1300","135","7","Oil, Acrylic","Canvas","United States","Artist featured in a collection","Ships in a cardboard box","pond, purple, blue, water, monet, water lilies, floral, flowers, impressionistic","2016.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-many/792907/3365102/view","many - �?то много по-нашему","Evgen Lisniak","4385.28","1140","398","10","Oil","Canvas","Ukraine","Artist featured in a collection","Ships in a tube","word, words, color, expression, abstraction","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Unmoored-II/26364/2546302/view","Unmoored II","Michael Rich","1512","4350","837","37","Gesso, Oil","Canvas, Other","United States","Artist featured in a collection","Ships in a crate","painting, Nantucket, sea, blue, white, abstract, Michael Rich, ocean","2004.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-The-sea-touching-the-coast/56712/1867626/view","The sea touching the coast","Nelly van Nieuwenhuijzen","139.24","245","1962","25","Acrylic","Wood","Netherlands","Featured in the Catalog","Ships in a cardboard box","painting, sea, stormy, water, waves, weather, coast, movement","2013.12.31","Seascape"
"https://www.saatchiart.com/art/Painting-Whale-Watcher/270328/3323152/view","Whale Watcher","Casey Matthews","1296","2800","178","2","Acrylic, Gouache, Ink, Charcoal, Marker","Canvas","United States","Artist featured in a collection","Ships in a cardboard box","sea, blue, teal, water, watery, coastal, cobalt, aqua, gray, green, grey, ocean","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Yachts/980895/3538664/view","Yachts","Anatoly Baratynsky","431.75","1740","11","1","Acrylic, Oil, Ink, Pencil","Canvas","Israel","","Ships in a cardboard box","reflection, speed, yacht,  sea, evening","2014.12.31","Yacht"
"https://www.saatchiart.com/art/Painting-Headpoint/491786/3422301/view","Headpoint","tamara gonda","256","880","106","8","Watercolor","Paper","United States","Artist featured in a collection","Ships in a tube","watercolor,  contemporary,  tree,  forest,  Fall,  woods,  pine, landscape, nature","2016.12.31","Nature"
"https://www.saatchiart.com/art/Painting-train-station-2/777511/2826381/view","train station 2","Urszula Sakowska","2170.94","2250","373","28","Oil","Canvas","Poland","","Ships in a crate","building, b&w, train station, architecture, oil","2013.12.31","Architecture"
"https://www.saatchiart.com/art/Painting-Visceral-Landscape-8/211274/2249958/view","Visceral Landscape #8","J M Culver","864","3850","1938","83","Oil","Canvas","United States","Artist featured in a collection","Ships in a cardboard box","surreal, visceral, winter, impasto, abstract landscape, reflection water, arctic, frozen, ice, iceberg, contemporary landscape, meat","2005.08.26","Landscape"
"https://www.saatchiart.com/art/Painting-Untitlde/766616/2350988/view","Untitlde","ofra ohana","655.36","1790","813","33","Oil","Canvas","Israel","Artist featured in a collection","","people, pool, summer, figurative, outdoor","2013.03.08","Water"
"https://www.saatchiart.com/art/Painting-Vertical-Absorption-II/734910/3183572/view","Vertical Absorption II","Edith Torony","4651.17","7700","1327","25","Oil","Canvas","Romania","Artist featured in a collection","Ships in a tube","sky, trough, garbage, vertical absorption, land, no gravity, empty space","2013.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Sacrifice/67610/1229084/view","Sacrifice","Najzil Layin","185.26","245","712","15","Acrylic, Pencil","Canvas","Indonesia","Artist featured in a collection","Ships in a cardboard box","rabbit, Mixed Media, cartoon, cat, playfull, drawing, pop surealist, gingger Bread, frog, funny, green, humor","2009.12.31","Cartoon"
"https://www.saatchiart.com/art/Painting-Magnetic-flowers/841581/2904363/view","Magnetic flowers","Macka Macka","494.55","1140","566","7","Acrylic","Canvas","Macedonia","Artist featured in a collection","Ships in a cardboard box","acrylic, fine art, Original Painting, wild flowers, cheep original painting, modern","2015.12.31","Botanic"
"https://www.saatchiart.com/art/Painting-COMME-UN-SILENCE/664392/3413456/view","COMME UN SILENCE","jean-humbert savoldelli","992.25","1590","439","60","Acrylic","Canvas","France","Featured in the Catalog","Ships in a cardboard box","acrylic, painting, SAVOLDELLI, palette knives, COMME UN SILENCE","2016.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Locality/259297/2473255/view","Locality,","Larry Graeber","2475","7900","1485","21","Oil","Canvas","United States","Artist featured in a collection","Ships in a crate","place, vegetation, cross, green, locality","2015.05.12","Landscape"
"https://www.saatchiart.com/art/Painting-Serene-Shining/710107/3389013/view","Serene & Shining","Tatiana Iliina","252","265","236","20","Acrylic","Canvas","Canada","Featured in the Catalog","Ships in a cardboard box","painting, Cityscape, Palette Knife, city, urban skape, night","2016.12.31","Cities"
"https://www.saatchiart.com/art/Painting-My-plants/771034/3138467/view","My plants","Marina Gorkaeva","405.6","410","369","14","Acrylic, Tempera","Paper","Russia","Artist featured in a collection","Ships in a cardboard box","plant, plants, begonia, red, soil, cactus, Sansevieria, flowerpot, flowerpots, home, leaf, leaves","2015.12.31","Botanic"
"https://www.saatchiart.com/art/Painting-signs-on-wall/393890/3392780/view","signs on wall#","Marilina Marchica","1599.5","2290","318","14","Oil, Enamel, Gesso","Canvas","Italy","Artist featured in a collection","Ships in a cardboard box","people, signs, wall, white, Cityscape, natural colors, cities, architecture, landscape, memory, minimalism, nature","2016.12.31","Architecture"
"https://www.saatchiart.com/art/Painting-Coming-Home/328738/2287547/view",""Coming Home"","Bert Heersema","309.29","960","646","13","Gesso, Acrylic, Oil","Canvas","Netherlands","Artist featured in a collection","Ships in a cardboard box","portrait, blond, fine art, beautiful woman, classic, figure","2014.07.23","Women"
"https://www.saatchiart.com/art/Painting-V-bwcs19/871661/3321946/view","V-bwcs19","Seung Yean Cho","192","600","195","13","Acrylic","Paper","South Korea","Artist featured in a collection","Ships in a cardboard box","fine art, contemporary, abstract, layers, modern","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-A-train-cart-name-desire/624014/2995952/view","A train-cart name desire","Lisbeth Buonanno","1038.94","2750","348","5","Oil","Canvas","France","Artist featured in a collection","Ships in a tube","women sitting, brown, women waiting, pink and green earth, interiors, kitchen","2014.12.31","Women"
"https://www.saatchiart.com/art/Painting-Dreamscape/392516/2295639/view","Dreamscape","Jacob Lucas","3024","1010","626","21","oil paint, paint","Canvas","United Kingdom","","","painting, planet, plants, surreal, vision, colour, contemporary, dreams, landscape, nature","2014.08.20","Landscape"
"https://www.saatchiart.com/art/Painting-Roman-head/799716/2581771/view","Roman head.","Dorian Allworthy","270","16000","1322","14","Oil","Canvas","United States","Artist featured in a collection","Ships in a cardboard box","realism, Sargent, Degas, Eakins, Philadelphia, old world, flowers, formal","2002.08.11","Still Life"
"https://www.saatchiart.com/art/Painting-Evening-Bells/658904/2412705/view","Evening Bells","Shandor Alexander","1252.9","3250","1557","25","Oil","Canvas","Ukraine","Artist featured in a collection","Ships in a cardboard box","work, shandor, shandor art, art, oil","2015.03.24","Landscape"
"https://www.saatchiart.com/art/Painting-PERFECT-DAY/427067/3273594/view","PERFECT DAY","Emilia Milcheva","659.95","540","117","10","Acrylic","Paper, Wood","Bulgaria","Artist featured in a collection","Ships in a cardboard box","realism, realistic, room, sky, blue, trees, wall, woods, foliage, forest, autumn, living","2014.12.31","Nature"
"https://www.saatchiart.com/art/Painting-Alamo-visitors/746558/2419880/view","Alamo visitors","Delaram Mowatt","192","570","1411","12","Oil","Canvas","United Kingdom","Artist featured in a collection","Ships in a cardboard box","alamo, visitors, building, texas, San Antonio, historical","2015.04.08","Architecture"
"https://www.saatchiart.com/art/Painting-HORSES-9/949207/3369354/view","HORSES 9","Turhan Ekici","1319.9","5410","114","5","Acrylic","Canvas","Turkey","","Ships in a crate","run, unique, animal, horse, crayz, madness, master","2014.12.31","Horse"
"https://www.saatchiart.com/art/Painting-Day-Light/341145/3529979/view","Day Light","Daria Bagrintseva","929.84","7900","42","2","Acrylic, Color, Gold Paint, Paint","Canvas","United States","Artist featured in a collection","Ships in a cardboard box","sky, blue, white, bronze, turner, cloud, dream, fog, gold, green, light, metallic","2013.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-orange-chalet/779924/3053623/view","orange chalet","paul crook","417.72","1990","586","45","Acrylic","Canvas","United Kingdom","Artist featured in a collection","Ships in a cardboard box","painting, urban, coloured, contemporary, landscape","2014.12.31","Architecture"
"https://www.saatchiart.com/art/Painting-Before-I-know/689004/3290224/view","Before I know","Kotaro MACHIYAMA","1959.66","5450","476","21","Acrylic","Canvas","Japan","Artist featured in a collection","Ships in a tube","painting, bold, white, Japan, colorful, asianart, abstract, gray, AsianContemporaryArt, landscape, minimalism, modernism","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Secret-Mechanisms-1/289/4294/view","Secret Mechanisms 1","Brigitta Kocsis","3888","8200","2674","47","Acrylic","Canvas","Canada","Artist featured in a collection","Ships in a tube","science, body, technology abstract, cyborg, figurative","2007.12.31","Body"
"https://www.saatchiart.com/art/Painting-AFRICA/412083/2368082/view","AFRICA","Maria Marachowska","992.25","2750","644","9","Acrylic","Canvas","Germany","Artist featured in a collection","","painting, tree, yellow, africa, berlin , Marachowska ART, 2015, green","2014.12.31","Botanic"
"https://www.saatchiart.com/art/Painting-All-In-26/311324/2892396/view","All In #26","Carla Sa Fernandes","2328.54","4160","1221","31","Oil","Canvas","Portugal","Artist featured in a collection","Ships in a crate","texture, fine art, impasto, canvas, all in, abstract, carla sa fernandes, oil","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Crystalline-Carriage-II/342443/2437781/view","Crystalline Carriage II","Lara Cobden","77.42","610","2592","42","Oil","Wood","United Kingdom","Artist featured in a collection","Ships in a cardboard box","stories, train, window, carriage, frost, ice, interior, journeys, mystery","2014.12.31","Train"
"https://www.saatchiart.com/art/Painting-Salsa/13638/2430676/view","Salsa","Carolina Alotus","1552.36","1490","2219","58","Acrylic, Spray Paint","Canvas","Cyprus","Featured in the Catalog","Ships in a cardboard box","bold, colours, Alotus, abstract, happy","2014.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Girl-with-a-Cherry-Earring/830090/3042952/view","Girl with a Cherry Earring","Natalia Leonova","417.72","1640","192","14","Oil","Canvas","Russia","Artist featured in a collection","Ships in a cardboard box","portrait, woman, cherry, earing, girl","2009.12.31","Portrait"
"https://www.saatchiart.com/art/Painting-evening/805287/2573345/view","evening","HYZHY OLEH","469.26","1590","1086","34","Oil","Canvas","Ukraine","Artist featured in a collection","Ships in a cardboard box","women, coffee, cup, dark, evening","2015.06.07","Women"
"https://www.saatchiart.com/art/Painting-Dayligh/745093/2388630/view","Dayligh","Lyudmyla Bohuslavska","440","490","397","15","Acrylic, Oil","Canvas","Ukraine","Artist featured in a collection","Ships in a crate","snowstorm, winter, morning, bushes, gray sky","2014.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Eye-of-the-storm/938501/3556976/view","Eye of the storm","Sophia Gazla","870.25","520","7","0","Acrylic","Canvas","United Kingdom","","Ships in a cardboard box","stillness, chaos, colour, conceptual, abstract","2017.04.23","Abstract"
"https://www.saatchiart.com/art/Painting-Regeneration/700764/2177726/view","Regeneration","Lawrence Chvotzkin","900","1940","1325","31","Watercolor, Ink","Paper","United States","Artist featured in a collection","Ships in a tube","symmetrical, vaulted, Stained Glass, chandelier, cathedral, dome, lacunar, intricate, mandala, mosaic, ornamental, ornate","2014.03.30","Geometric"
"https://www.saatchiart.com/art/Painting-Playground-for-shapes/715399/2920026/view","Playground for shapes","Izabella Hornung","320","500","743","19","Acrylic","Canvas","United Kingdom","Artist featured in a collection","Ships in a cardboard box","pink, playful, shapes, blue, Abstarct, triangle, circles, colourful, green","2014.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-San-Gimignano/795300/2524791/view","• San Gimignano","ERIC HALL PAINTINGS","100.1","660","969","21","Oil","Cardboard","United States","Artist featured in a collection","Ships in a cardboard box","Tuscany, San Gimignano, city, landscape, memories","2014.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-The-mysterious-beauty/481815/3089218/view","The mysterious beauty","Konrad Biro","46.61","195","803","42","Oil","Cardboard, Wood","","Featured in the Catalog","Ships in a cardboard box","beauty, women, female, figure, fulcolor, misteryous, konrad Biro art, nude","2015.12.31","Nude"
"https://www.saatchiart.com/art/Painting-Dendropanax-morbifera-9/786228/3121659/view","Dendropanax morbifera 9","Soyeun Park","146.59","880","215","12","Color, Ink, Paper","Wood","South Korea","Artist featured in a collection","Ships in a cardboard box","tree, construction, forest, Dendropanac morbifera, nature","2015.12.31","Nature"
"https://www.saatchiart.com/art/Painting-LES-EOLIENNES/664392/3355650/view","LES EOLIENNES","jean-humbert savoldelli","1552.36","1890","301","14","Acrylic","Canvas","France","Featured in the Catalog","Ships in a cardboard box","painting, wind turbine, SAVOLDELLI, EOLIENNES, landscape","2016.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Armored-Jewel/1237/3197776/view","Armored Jewel","Igor Pose","125.44","1640","308","4","Ink","Paper","Belgium","Artist featured in a collection","Ships in a cardboard box","beauty, bug, creature, elegance, perfectness, insect, nature","2015.12.31","Nature"
"https://www.saatchiart.com/art/Painting-taupe-series-5/789333/2556458/view","taupe series 5","janet yelner","2880","2610","458","12","Acrylic, Gesso","Canvas","United States","Artist featured in a collection","","black, white, circles, abstract, gray","2015.07.14","Abstract"
"https://www.saatchiart.com/art/Painting-Peonies/2834/3492053/view","Peonies","Eva Lewarne","616","1320","42","5","Acrylic","Canvas","Canada","Artist featured in a collection","Ships in a cardboard box","peonies, rubenesque, traditional, fine art, floral","2016.12.31","Floral"
"https://www.saatchiart.com/art/Painting-Light-modules/80764/1314463/view","Light modules","Cécile van Hanja","3630.08","5210","5528","46","Oil, Acrylic","Canvas","Netherlands","Featured in Inside The Studio","Ships in a crate","architecture, inside, interior, modules, office","2005.12.31","Architecture"
"https://www.saatchiart.com/art/Painting-Ultramarine-Patience-II/486818/3104313/view","Ultramarine / Patience II","Aleksandra Toborowicz","1087.44","3750","791","14","pigment, acrylic","Paper","Poland","Artist featured in a collection","Ships in a tube","acrylic, paper, patience, pigment, point, blue, ultramarine, dot, abstract, horizontal, ykblue, lines","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Picknick/747696/3104757/view","Picknick","Sophie Walraven","822.76","1590","1079","34","Acrylic","Canvas","Netherlands","Artist featured in a collection","Ships in a tube","outside, summer, colours, picknick, cuisine, eating, family, food, fun, happy","2016.07.20","Food"
"https://www.saatchiart.com/art/Painting-Caprice-XXIV/90025/2319696/view","Caprice-XXIV","Stanislav Bojankov","496.44","660","633","17","Acrylic, Ink, Gouache, Watercolor, Tempera","Paper","Bulgaria","Artist featured in a collection","Ships in a tube","acrylic, red, black, blue, violet, watercolor, yellow, Paganini, mono type, charcoal, abstract, music","2014.12.01","Music"
"https://www.saatchiart.com/art/Painting-Composition-for-Q-G/76907/3146572/view","Composition for Q&G","Stanislav Riha","1440","3474","139","3","Enamel, Acrylic, Oil, Paint","Canvas","Canada","Artist featured in a collection","Ships in a cardboard box","acrylic, blue, canvas, abstract, music expression, letters, ochre","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Autumn-landscape/781213/2485194/view","Autumn landscape","Irina Afonskaya","189.98","190","393","10","Watercolor","Paper","Bulgaria","","Ships in a cardboard box","red, scenic, tree, water, yellow, fall, forest, island, autumn, lake, landscape, nature","2000.09.08","Seasons"
"https://www.saatchiart.com/art/Painting-Time-of-Shame/554873/3473654/view","Time of Shame","Stirbu Gheorghe","683.55","4710","61","5","Oil, Acrylic, Watercolor","Paper","Romania","","Ships in a crate","people, time, yellow, expression, gesture, group, time of shame","2015.12.31","People"
"https://www.saatchiart.com/art/Painting-Painting-No-4-Dismemeberment-series/797330/3053869/view","Painting No.4, Dismemeberment series","Magdalena Głuszak","1457","1540","225","17","Oil","Canvas","Poland","Artist featured in a collection","Ships in a cardboard box","plants, psychology, botanical, cover, anatomy, dismemberment, floral, growing, hiding, men","2015.12.31","Botanic"
"https://www.saatchiart.com/art/Painting-Migration-Grace/693863/3218082/view","Migration | Grace","M a r t y n o v a","2789.52","3850","1283","45","Oil, Watercolor","Canvas","United Kingdom","Featured in Inside The Studio","Ships in a crate","oversized, patterns, sky, adventure, cloudscape, dreamscape, clouds, gentle blue, soft colours, flying, grey, large","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-33-Primer-plano-Bicicleta-antigua/842883/3346289/view","33- Primer plano. Bicicleta antigua.","ACQUA LUNA","388.09","490","253","12","Acrylic","Canvas","Spain","","Ships in a tube","vintage, pintura, google, Primer Plano , coleccionistas arte, artista, expresionismo, bicicleta, acquaeluna , saatchi art, antiguedad, deporte","2015.12.31","Bicycle"
"https://www.saatchiart.com/art/Painting-Working-in-varnish-106/891427/3141592/view","Working in varnish 106","Johann Nußbächer","2170.94","6750","495","12","Enamel","Wood","Germany","Artist featured in a collection","Ships in a crate","painting, red, varnish, wood, yellow, conceptual, contemporary, expressionism, abstract, Nu�b�cher, modern","1996.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Sunset-Marsh-2/780791/3292968/view","Sunset Marsh 2","Victoria Veedell","72","400","216","12","Oil","Canvas","United States","Artist featured in a collection","Ships in a cardboard box","pink, purple, reflections, sunset, ethereal light, vertical, impressionist landscape, Vibrant colors, Small painting, glowing, sky water reflections","2015.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Georgioupolis-Eucalyptus-Allee-1/747303/3493505/view","Georgioupolis Eucalyptus Allee_1","Karina Plachetka","977.04","8500","70","6","Oil","Canvas","Germany","Artist featured in a collection","Ships in a cardboard box","allee, trees, warm, yellow, greece, eucalyptus, georgioupolis, hot, impression, StudioMunich, mood, mountains","2007.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Figure-Study/669333/2700106/view","Figure Study","Davide Cambria","320","250","1736","43","Oil","Paper","Italy","Featured in the Catalog","Ships in a tube","study, body, expressionism, figure, male, man, oil, orange","2014.12.31","Body"
"https://www.saatchiart.com/art/Painting-Flower-Meadow/8619/3499774/view","Flower Meadow","Lisa Carney","720","1020","221","11","Acrylic","Canvas","Canada","Featured in Inside The Studio","Ships in a cardboard box","beige, floral abstract, splatter, wildflowers, Pollock, floral landscape, colorful, abstract landscape, drip painting, maroon, meadow, modern landscape","2016.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Overstock-of-Compressors-Edition-45-of-100/671253/2376553/view","Overstock of Compressors - Edition 45 of 100","Vladimir Nazarov","3456","6550","22901","48","Acrylic","Canvas","United States","Artist featured in a collection","Ships in a tube","painting, emotion, overstock, compressors, abstract, fine, art, heartbreak, hearts, life, love, mortality","2013.02.03","Mortality"
"https://www.saatchiart.com/art/Painting-allah/884099/3225483/view","allah","Mahdi Almasi","628.35","1740","221","13","Acrylic","Cardboard, Paper","Iran","Artist featured in a collection","Ships in a cardboard box","acrylic, Iranian calligraphy, allah, cardboard, abstract","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Junco/207856/2739370/view","Junco","Jerry Coulter","108","955","614","24","Oil","Wood","United States","Artist featured in a collection","Ships in a cardboard box","realism, death, animal, painting bird, nature, oil","2013.05.22","Animal"
"https://www.saatchiart.com/art/Painting-GLTCHD/527643/2346630/view","GLTCHD","Stephen Schirle","2304","5410","530","15","Oil","Aluminium","United States","Artist featured in a collection","","blue, glitched, eye, face, head","2014.09.30","Abstract"
"https://www.saatchiart.com/art/Painting-nest/41103/1331269/view","nest","Luciano de Liberato","992.25","8260","5427","103","Acrylic","Canvas","Italy","Featured in Inside The Studio","Ships in a crate","yellow, giallo, luciano de liberato, going in circles, around in circles, nest","2004.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Residence/428018/3025893/view","Residence","Ivan Stoyanov","2581.75","4000","280","22","Oil, collage, Acrylic","Paper","Bulgaria","","Ships in a crate","trees, twilight, wild, collage, elemental,  Spirit,  forest,  place,  harmony,  spot","2015.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Let-it-go/940347/3470350/view","Let it go","louise laffaille","2068","2350","81","11","Watercolor","Paper","United States","Artist featured in a collection","Ships in a tube","strength, view, voyage, art, horizon, landscape, nature, ocean","2016.12.31","Nature"
"https://www.saatchiart.com/art/Painting-Seated-Figure-1/671401/2440043/view","Seated Figure 1","Jacob Broussard","144","420","811","23","Oil","Canvas","United States","Featured in One to Watch","Ships in a cardboard box","painterly, blue, male figure, abstract, figurative, abstraction, male","2013.12.31","People"
"https://www.saatchiart.com/art/Painting-Every-Little-Thing/958335/3532980/view","Every Little Thing","Jasmine Farrow","600","640","47","4","Acrylic","Canvas","United Kingdom","","Ships in a cardboard box","peaceful, pink, shapes, blue, calm, cream, abstract, geometric, green, landscape, minimal, orange","2016.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Spring/771819/2385687/view","Spring","Caroline Pyevich","2304","2910","284","15","Acrylic","Canvas","United States","Artist featured in a collection","Ships in a crate","big, yellow, contemporary, abstract, green, large, modern","2014.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Pale-Moon-Rising/784516/3390799/view","Pale Moon Rising","Michael Howells","615.04","780","98","17","Acrylic, Resin","Other","United Kingdom","Artist featured in a collection","Ships in a cardboard box","red, black, texture, white, Mixed Media, brown, abstract, layers","2016.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-The-Dinner-Party-IV/675720/3415518/view","The Dinner Party IV","Anna Hymas","912","3000","501","90","Oil","Canvas","United Kingdom","Featured in Inside The Studio","Ships in a cardboard box","party, scene, dinner, food, friends, art","2016.12.31","Food & Drink"
"https://www.saatchiart.com/art/Painting-Umbrella-Dwellers/814153/2842934/view","Umbrella Dwellers","Ariel Lockshaw","2880","5010","395","20","Acrylic, Enamel, Oil, Spray Paint","Wood","United States","Artist featured in a collection","Ships in a crate","painting, contemporary, abstract, architecture, landscape","2014.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-FEW-MINUTES-PEACE/390185/2291829/view","FEW MINUTES' PEACE","CECILIA ROSSLEE","1200","3750","1767","29","Oil","Canvas","South Africa","Artist featured in a collection","","pink and brown, woman, figure painting, Interior with figure, seated woman","2014.12.31","People"
"https://www.saatchiart.com/art/Painting-Fragments-of-Illusion/190027/2964744/view","Fragments of Illusion","Michelle Hold","992.25","1990","1382","18","Acrylic, pigments","Canvas","Italy","Artist featured in a collection","Ships in a cardboard box","colorfields, blue, transparency, interiordesign, multiple layering, gestural painting, abstract, fragments, illusions, orange","2015.12.31","Abstract"
"https://www.saatchiart.com/art/Painting-Color-Me-Happy-FRAMED/713990/2972712/view","Color Me Happy (FRAMED)","Jacquelyn Fox","154","395","140","11","Oil","Canvas","","Artist featured in a collection","Ships in a cardboard box","resort, skiing, travel, trees, italy, France, european, yacht club, interior design, countryside, aspens, mountains","2014.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Siddhi-Daata/13486/3364885/view","Siddhi Daata","Jiaur Rahman","1188","660","98","2","Acrylic","Canvas","India","Artist featured in a collection","Ships in a tube","contemporary art, modern paintings, ganesha, jiaur, siddhi daata","2014.12.31","Religious"
"https://www.saatchiart.com/art/Painting-Snow-on-chinese-pathway-Traditional-asian-and-chinese-landscape/874734/3291695/view","Snow on chinese pathway - Traditional asian and chinese landscape","SUNSHINE ART","504.32","7450","300","31","Oil","Canvas","China","Artist featured in a collection","Ships in a tube","pathway, snow, china, asian landscape, snowing, landscape snow, Chinese landscape, snow pathway, soft white snow, asian snowing landscape, landscape, WHITE SNOW","2015.12.31","Landscape"
"https://www.saatchiart.com/art/Painting-Apples-oil-on-canvas-art-oil-painting-original-fine-art-Hand-Made-Original-Oil-Painting-EXCLUSIVE-wall-decor-gift-home-decor/846132/2825490/view","Apples - oil on canvas art, oil painting, original fine art, Hand Made, Original Oil Painting, EXCLUSIVE, wall decor gift home decor","Elena Stryzhak","115.64","1240","722","5","Oil","Canvas","Ukraine","","Ships in a cardboard box","painting, blue, vegetable, still life, oil painting, oil on canvas, apples, food, green, kitchen, orange","2015.02.10","Food"
"https://www.saatchiart.com/art/Painting-Ruinas-Circulares/780645/2588264/view","Ruinas Circulares","Alexandra Bastias Castaño","109.25","1190","472","26","Acrylic, Gesso","Wood","United States","Artist featured in a collection","Ships in a cardboard box","smoke, woman, dream, fire, landscape, life","2014.12.31","Mortality"
"https://www.saatchiart.com/art/Painting-30-A-Pines/41974/2832128/view","30-A Pines","Paige Smith-Wyatt","192","310","454","41","Oil, Tempera, Graphite","Wood","United States","Artist featured in a collection","Ships in a cardboard box","painting, seascape, trees, emerald coast, florida, coastal, Egg Tempera, drawing, landscape, oil","2016.02.13","Landscape"
"https://www.saatchiart.com/art/Painting-MURSI-GIRL/423582/2632524/view","MURSI GIRL","Philippe Vignal","2405.43","1640","1302","29","Acrylic","Canvas","France","Artist featured in a collection","Ships in a tube","black, white, fine art, africa, hyperreal, vignal, art","2014.12.31","Portrait"
"https://www.saatchiart.com/art/Painting-Choice/347764/3508430/view","Choice","Anouk Brusse","246.49","370","64","6","oilpaint, canvasboard, acrylics","Other","Netherlands","Artist featured in a collection","Ships in a cardboard box","painting, portrait, red, black, boy, white, modern","2016.12.31","Portrait"
